facility_id,timestamp,emission,power_in_MW,name,network_region,units,latitude,longitude,fuel_source,value_price_in_$/MWh,value_demand_in_MW
RPCG,2025-10-01T00:00:00+10:00,0.051,13.8,Rocky Point Cogen,QLD,"[{'code': 'RPCG', 'fueltech_id': 'bioenergy_biomass', 'status_id': 'operating', 'capacity_registered': 30.0, 'capacity_maximum': 30.0, 'emissions_factor_co2': 0.0443, 'data_first_seen': '2011-01-28T13:15:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:17Z', 'updated_at': '2024-12-20T03:38:13Z'}]",-27.733564,153.326464,bioenergy_biomass,54.82,5989.24
RUBICON,2025-10-01T00:00:00+10:00,0.0,0.585,Rubicon,VIC,"[{'code': 'RUBICON', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 13.0, 'capacity_maximum': 13.0, 'data_first_seen': '2010-03-04T16:00:00+10:00', 'data_last_seen': '2025-11-04T14:45:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:17Z', 'updated_at': '2024-09-25T02:44:23Z'}]",-37.292453,145.818202,hydro,8.95,4893.49
RYANCWF,2025-10-01T00:00:00+10:00,0.0,75.16,Ryan Corner,VIC,"[{'code': 'RYANCWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 218.4, 'capacity_maximum': 205.0, 'data_first_seen': '2024-07-30T03:25:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2024-10-01T04:31:31Z', 'updated_at': '2025-05-13T04:19:16Z'}]",-38.271156,142.14003,wind,8.95,4893.49
RYEPARK,2025-10-01T00:00:00+10:00,0.0,202.695,Rye Park,NSW,"[{'code': 'RYEPARK1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 396.0, 'capacity_maximum': 384.0, 'data_first_seen': '2023-08-18T09:40:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:18Z', 'updated_at': '2025-05-13T04:22:44Z'}]",-34.63317,148.95364,wind,56.98,7105.57
SALTCRK,2025-10-01T00:00:00+10:00,0.0,15.35,Salt Creek,VIC,"[{'code': 'SALTCRK1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 54.0, 'capacity_maximum': 54.0, 'data_first_seen': '2018-06-06T16:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:18Z', 'updated_at': '2025-05-13T04:24:12Z'}]",-37.918698,142.796027,wind,8.95,4893.49
SAPHWF1,2025-10-01T00:00:00+10:00,0.0,233.248,Sapphire,NSW,"[{'code': 'SAPHWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 270.0, 'capacity_maximum': 270.0, 'data_first_seen': '2018-02-01T19:30:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:18Z', 'updated_at': '2025-05-13T04:25:48Z'}]",-29.710273,151.44558,wind,56.98,7105.57
SHOAL,2025-10-01T00:00:00+10:00,2.182,43.47,Shoalhaven Starches,NSW,"[{'code': 'SHOAL1', 'fueltech_id': 'gas_ocgt', 'status_id': 'operating', 'capacity_registered': 54.0, 'capacity_maximum': 54.0, 'emissions_factor_co2': 0.6022, 'data_first_seen': '2023-10-17T01:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2024-09-20T04:52:50Z', 'updated_at': '2024-11-24T23:55:24Z'}]",-34.8547,150.6138,gas_ocgt,56.98,7105.57
SMTHBES1,2025-10-01T00:00:00+10:00,0.0,0.046,Smithfield,NSW,"[{'code': 'SMTHBES1G1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 69.4, 'capacity_maximum': 65.0, 'capacity_storage': 130.0, 'data_first_seen': '2025-09-09T09:45:00+10:00', 'data_last_seen': '2025-11-03T18:10:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2025-04-16T03:47:29Z', 'updated_at': '2025-10-06T23:59:45Z'}, {'code': 'SMTHBES1L1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 69.4, 'capacity_maximum': 65.0, 'capacity_storage': 130.0, 'data_first_seen': '2025-09-08T14:55:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2025-04-16T03:37:52Z', 'updated_at': '2025-10-06T23:59:35Z'}, {'code': 'SMTHBES1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 69.4, 'capacity_maximum': 65.0, 'capacity_storage': 130.0, 'data_first_seen': '2025-09-09T09:45:00+10:00', 'data_last_seen': '2025-11-03T18:10:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2025-01-17T01:28:49Z', 'updated_at': '2025-10-06T23:59:19Z'}]",-33.849972,150.947448,battery_discharging,56.98,7105.57
SNOWNTH,2025-10-01T00:00:00+10:00,0.0,126.7,Snowtown North,SA,"[{'code': 'SNOWNTH1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 144.0, 'capacity_maximum': 144.0, 'data_first_seen': '2014-02-10T17:30:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:19Z', 'updated_at': '2025-05-13T04:43:16Z'}]",-33.756479,138.143043,wind,8.11,1564.92
SNOWSTH,2025-10-01T00:00:00+10:00,0.0,114.5,Snowtown South,SA,"[{'code': 'SNOWSTH1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 126.0, 'capacity_maximum': 126.0, 'data_first_seen': '2013-10-03T09:55:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:19Z', 'updated_at': '2025-05-13T04:42:13Z'}]",-33.862624,138.130367,wind,8.11,1564.92
SNOWTOWN,2025-10-01T00:00:00+10:00,0.0,92.586,Snowtown,SA,"[{'code': 'SNOWTWN1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 99.0, 'capacity_maximum': 99.0, 'data_first_seen': '2008-04-18T16:35:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:19Z', 'updated_at': '2025-05-13T04:33:19Z'}]",-33.691598,138.166022,wind,8.11,1564.92
SNOWY3,2025-10-01T00:00:00+10:00,0.0,61.8,Guthega,NSW,"[{'code': 'GUTHEGA', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 60.0, 'capacity_maximum': 80.0, 'data_first_seen': '2001-07-16T07:40:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:19Z', 'updated_at': '2025-07-21T01:04:06Z'}, {'code': 'SNOWY3', 'fueltech_id': 'hydro', 'status_id': 'retired', 'capacity_registered': 60.0, 'capacity_maximum': 80.0, 'data_first_seen': '1998-12-07T04:15:00+10:00', 'data_last_seen': '2001-05-27T23:40:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:19Z', 'updated_at': '2025-07-21T01:03:40Z'}]",-36.349772,148.41403,hydro,56.98,7105.57
SNOWY6,2025-10-01T00:00:00+10:00,0.0,52.6,Blowering,NSW,"[{'code': 'BLOWERNG', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 80.0, 'capacity_maximum': 80.0, 'data_first_seen': '2001-08-07T13:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:21Z', 'updated_at': '2025-07-21T01:02:52Z'}, {'code': 'SNOWY6', 'fueltech_id': 'hydro', 'status_id': 'retired', 'capacity_registered': 80.0, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2001-09-24T19:20:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:21Z', 'updated_at': '2025-07-21T01:02:50Z'}]",-35.397402,148.247225,hydro,56.98,7105.57
STANWELL,2025-10-01T00:00:00+10:00,17.516,245.23,Stanwell,QLD,"[{'code': 'STAN-2', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 365.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8571, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:21Z', 'updated_at': '2025-10-13T02:49:45Z'}, {'code': 'STAN-3', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 365.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8571, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:21Z', 'updated_at': '2025-10-13T02:47:30Z'}, {'code': 'STAN-1', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 365.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8571, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:21Z', 'updated_at': '2025-10-13T02:14:40Z'}, {'code': 'STAN-4', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 365.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8571, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:21Z', 'updated_at': '2025-10-13T02:48:01Z'}]",-23.507501,150.317884,coal_black,54.82,5989.24
STARFHILL,2025-10-01T00:00:00+10:00,0.0,6.698,Starfish Hill,SA,"[{'code': 'STARHLWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 34.5, 'capacity_maximum': 35.0, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:22Z', 'updated_at': '2025-01-07T01:04:40Z'}]",-35.578983,138.139653,wind,8.11,1564.92
STOCKYD,2025-10-01T00:00:00+10:00,0.0,337.78,Stockyard Hill,VIC,"[{'code': 'STOCKYD1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 531.0, 'capacity_maximum': 511.0, 'data_first_seen': '2021-07-08T00:05:00+08:00', 'data_last_seen': '2025-11-04T21:25:00+08:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:22Z', 'updated_at': '2025-05-13T04:44:32Z'}]",-37.53568,143.252548,wind,8.95,4893.49
STWF,2025-10-01T00:00:00+10:00,0.0,136.271,Silverton,NSW,"[{'code': 'STWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 198.94, 'capacity_maximum': 198.0, 'data_first_seen': '2018-05-15T09:00:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:22Z', 'updated_at': '2025-09-09T00:56:49Z'}]",-31.86095,141.296349,wind,56.98,7105.57
SWAN_E,2025-10-01T00:00:00+10:00,0.0,0.58,Swanbank E,QLD,"[{'code': 'SWAN_E', 'fueltech_id': 'gas_ccgt', 'status_id': 'operating', 'capacity_registered': 385.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.401, 'data_first_seen': '2002-05-21T10:55:00+10:00', 'data_last_seen': '2025-11-03T22:35:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2025-10-13T05:54:37Z'}]",-27.655286,152.818644,gas_ccgt,54.82,5989.24
TARALGA,2025-10-01T00:00:00+10:00,0.0,48.698,Taralga,NSW,"[{'code': 'TARALGA1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 106.8, 'capacity_maximum': 106.0, 'data_first_seen': '2014-12-22T17:35:00+08:00', 'data_last_seen': '2025-11-04T21:25:00+08:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2025-05-13T04:46:16Z'}]",-34.425387,149.859603,wind,56.98,7105.57
TARONG,2025-10-01T00:00:00+10:00,0.044,0.6,Tarong,QLD,"[{'code': 'TARONG#3', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 350.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8837, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2025-10-13T03:24:59Z'}, {'code': 'TARONG#2', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 350.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8837, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2025-10-13T03:25:17Z'}, {'code': 'TARONG#1', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 350.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8837, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2025-10-13T03:23:47Z'}, {'code': 'TARONG#4', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 350.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8837, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2025-10-13T03:25:39Z'}]",-26.774397,151.917838,coal_black,54.82,5989.24
TARONGN,2025-10-01T00:00:00+10:00,19.583,278.5,Tarong North,QLD,"[{'code': 'TNPS1', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 443.0, 'capacity_maximum': 480.0, 'emissions_factor_co2': 0.8438, 'data_first_seen': '2002-11-09T13:15:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2025-10-13T03:27:10Z'}]",-26.774397,151.917838,coal_black,54.82,5989.24
TARRALEA,2025-10-01T00:00:00+10:00,0.0,59.7,Tarraleah,TAS,"[{'code': 'TARRALEA', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 90.0, 'capacity_maximum': 94.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2025-01-07T04:03:30Z'}]",-42.301736,146.456661,hydro,0.12,898.71
TB2SF,2025-10-01T00:00:00+10:00,0.0,0.347,Tailem Bend 2,SA,"[{'code': 'TB2B1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 50.0, 'capacity_maximum': 41.0, 'capacity_storage': 84.0, 'data_first_seen': '2024-12-03T14:05:00+10:00', 'data_last_seen': '2025-11-04T18:30:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-12-01T22:34:42Z', 'updated_at': '2025-01-07T03:56:24Z'}, {'code': 'TB2BL1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 50.0, 'capacity_maximum': 41.0, 'capacity_storage': 84.0, 'data_first_seen': '2024-07-03T09:25:00+10:00', 'data_last_seen': '2025-11-04T18:30:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:24Z', 'updated_at': '2025-01-07T03:56:14Z'}, {'code': 'TB2BG1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 50.0, 'capacity_maximum': 41.0, 'capacity_storage': 84.0, 'data_first_seen': '2023-10-27T13:25:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2023-10-18T04:35:24Z', 'updated_at': '2025-01-07T03:56:03Z'}, {'code': 'TB2SF1', 'fueltech_id': 'solar_utility', 'status_id': 'operating', 'capacity_registered': 105.0, 'capacity_maximum': 87.0, 'data_first_seen': '2023-08-25T09:05:00+10:00', 'data_last_seen': '2025-11-04T19:00:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:24Z', 'updated_at': '2025-01-07T03:54:20Z'}]",-35.28,139.49,battery,8.11,1564.92
TIB,2025-10-01T00:00:00+10:00,0.0,4.55,Torrens Island,SA,"[{'code': 'TIB1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 250.0, 'capacity_maximum': 250.0, 'capacity_storage': 250.0, 'data_first_seen': '2024-08-08T04:15:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-11-06T23:30:41Z', 'updated_at': '2025-05-13T04:49:04Z'}, {'code': 'TIBL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 250.0, 'capacity_maximum': 250.0, 'capacity_storage': 250.0, 'data_first_seen': '2023-04-26T11:15:00+10:00', 'data_last_seen': '2025-11-04T21:00:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2025-05-13T04:48:24Z'}, {'code': 'TIBG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 250.0, 'capacity_maximum': 250.0, 'capacity_storage': 250.0, 'data_first_seen': '2023-04-26T12:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2025-05-13T04:47:41Z'}]",-34.805831,138.524192,battery,8.11,1564.92
TORRIS,2025-10-01T00:00:00+10:00,1.919,0.0,Torrens Island,SA,"[{'code': 'TORRB4', 'fueltech_id': 'gas_steam', 'status_id': 'operating', 'capacity_registered': 200.0, 'capacity_maximum': 210.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T17:05:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2025-10-05T22:53:50Z'}, {'code': 'TORRB3', 'fueltech_id': 'gas_steam', 'status_id': 'operating', 'capacity_registered': 200.0, 'capacity_maximum': 210.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-10-18T16:45:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2025-10-05T22:53:32Z'}, {'code': 'TORRA4', 'fueltech_id': 'gas_steam', 'status_id': 'retired', 'capacity_registered': 120.0, 'capacity_maximum': 120.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-08T14:40:00+10:00', 'data_last_seen': '2020-09-17T17:35:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2025-09-09T00:12:56Z'}, {'code': 'TORRB2', 'fueltech_id': 'gas_steam', 'status_id': 'operating', 'capacity_registered': 200.0, 'capacity_maximum': 210.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-09T05:40:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2025-10-05T22:52:49Z'}, {'code': 'TORRB1', 'fueltech_id': 'gas_steam', 'status_id': 'operating', 'capacity_registered': 200.0, 'capacity_maximum': 210.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-08T05:40:00+10:00', 'data_last_seen': '2021-12-07T12:15:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2025-10-05T22:53:10Z'}, {'code': 'TORRA1', 'fueltech_id': 'gas_steam', 'status_id': 'retired', 'capacity_registered': 120.0, 'capacity_maximum': 120.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-07T05:45:00+10:00', 'data_last_seen': '2020-09-17T18:10:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2025-09-09T00:12:24Z'}, {'code': 'TORRA2', 'fueltech_id': 'gas_steam', 'status_id': 'retired', 'capacity_registered': 120.0, 'capacity_maximum': 120.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-07T06:55:00+10:00', 'data_last_seen': '2020-03-21T01:40:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2025-09-09T00:12:36Z'}, {'code': 'TORRA3', 'fueltech_id': 'gas_steam', 'status_id': 'retired', 'capacity_registered': 120.0, 'capacity_maximum': 120.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-08T14:40:00+10:00', 'data_last_seen': '2021-12-07T12:15:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2025-09-09T00:12:48Z'}]",-34.804559,138.522229,gas_steam,8.11,1564.92
TULLYSM,2025-10-01T00:00:00+10:00,0.015,9.9,Tully Sugar Mill,QLD,"[{'code': 'TULLYSM1', 'fueltech_id': 'bioenergy_biomass', 'status_id': 'operating', 'capacity_registered': 32.0, 'capacity_maximum': 10.0, 'emissions_factor_co2': 0.018, 'data_first_seen': '2024-08-27T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2024-10-01T03:43:38Z', 'updated_at': '2025-09-08T00:34:08Z'}]",-17.937329,145.92739,bioenergy_biomass,54.82,5989.24
TUNGATIN,2025-10-01T00:00:00+10:00,0.0,80.25,Tungatinah,TAS,"[{'code': 'TUNGATIN', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 125.0, 'capacity_maximum': 142.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:26Z', 'updated_at': '2025-05-13T05:06:09Z'}]",-42.296396,146.455881,hydro,0.12,898.71
ULBESS,2025-10-01T00:00:00+10:00,0.0,0.6,Ulinda Park,QLD,"[{'code': 'ULPBESS1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 197.0, 'capacity_maximum': 155.0, 'capacity_storage': 300.0, 'data_first_seen': '2025-06-17T09:30:00+10:00', 'data_last_seen': '2025-10-16T17:55:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-10-31T03:32:04Z', 'updated_at': '2025-07-25T00:50:32Z'}, {'code': 'ULPBESSL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 197.0, 'capacity_maximum': 155.0, 'capacity_storage': 300.0, 'data_first_seen': '2025-06-17T09:45:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2024-11-09T10:30:33Z', 'updated_at': '2025-08-25T03:39:58Z'}, {'code': 'ULPBESSG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 197.0, 'capacity_maximum': 155.0, 'capacity_storage': 300.0, 'data_first_seen': '2025-06-17T09:30:00+10:00', 'data_last_seen': '2025-10-16T17:55:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2024-11-09T10:30:53Z', 'updated_at': '2025-08-25T03:40:06Z'}]",-26.92635,150.717472,battery,54.82,5989.24
VP,2025-10-01T00:00:00+10:00,49.143,0.0,Vales Point B,NSW,"[{'code': 'VP6', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 660.0, 'capacity_maximum': 680.0, 'emissions_factor_co2': 0.9877, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:26Z', 'updated_at': '2025-10-07T03:59:54Z'}, {'code': 'VP5', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 660.0, 'capacity_maximum': 680.0, 'emissions_factor_co2': 0.9877, 'data_first_seen': '1999-01-22T09:55:00+10:00', 'data_last_seen': '2025-08-26T20:50:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:26Z', 'updated_at': '2025-10-07T05:34:32Z'}]",-33.164639,151.544116,coal_black,56.98,7105.57
WALGRV,2025-10-01T00:00:00+10:00,0.0,0.209,Wallgrove,NSW,"[{'code': 'WALGRVG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 50.0, 'capacity_maximum': 50.0, 'capacity_storage': 75.0, 'data_first_seen': '2021-10-29T12:30:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:27Z', 'updated_at': '2025-05-13T05:46:45Z'}, {'code': 'WALGRVL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 50.0, 'capacity_maximum': 50.0, 'capacity_storage': 75.0, 'data_first_seen': '2021-11-02T14:10:00+10:00', 'data_last_seen': '2025-11-04T21:20:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2023-10-18T04:35:27Z', 'updated_at': '2025-09-02T00:02:25Z'}, {'code': 'WALGRV1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 50.0, 'capacity_maximum': 50.0, 'capacity_storage': 75.0, 'data_first_seen': '2024-10-08T11:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-10-13T04:17:42Z', 'updated_at': '2025-05-13T05:47:16Z'}]",-33.817476,150.827276,battery_discharging,56.98,7105.57
